filename,title,description,brand,model,engine_type,engine_configuration,vehicle_type,fuel_type,engine_state,turbo_supercharged,is_car
-jltYY7Xaq8_30_40.wav,Viera ultralight airplane with Mini 3 engine,www.IvanovAero.cz,Viera,ultralight airplane,Mini 3,none,ultralight airplane,none,none,none,no
-k3HwkEiKIk_0_10.wav,BMW 118d bruit roulement alternateur?,On entend la chaîne de distribution mais là je voudrais savoir si c'est le roulement d'alternateur ou la courroie et les galets sachant que le bruit est assez fort vers l'alternateur.,BMW,118d,none,inline-4,sedan,diesel,running,yes,yes
-kXfIGe5I8Y_28_38.wav,B-17G Nine-0-Nine Engine Start-Up,"The Nine-0-Nine, a B-17G that is still airworthy, starts engines at the Seattle Museum of Flight on June 25th, 2007.",Boeing,B-17G Flying Fortress,Wright R-1820-97 Cyclone,radial-9,bomber aircraft,aviation gasoline,running,yes,no
-kicWT7-LPI_30_40.wav,Chevrolet sprint engine running,"1986 chevy sprint 3 cylinder 1.0 L engine. 
My need to rebuild carb",Chevrolet,Sprint,none,inline-3,subcompact car,gasoline,running,no,yes
-l0II-MT1jU_30_40.wav,Ford Ranger Engine Noise,"This is my 2001 Ford Ranger xlt off road (4x4) with the 4.0L engine with 110,000 miles and a gator back serpentine belt. I just replaced the idler pulley before this video with a factory replacement from the ford dealership. The noise is a squealing sound, I think it's coming from one of the pulleys on the belt. Alternator and belt tensioner are relatively new...around 10,000 miles on both. Listen for the sound from 4 seconds to 11 seconds, and the same sound between 43 and 51 seconds. This sound occurs when the engine has a load on it....aka acceleration between 1.5k and 2k rpms, when in drive. Reply below with any suggestions! Thanks!",Ford,Ranger XLT Off-Road (4x4),4.0L,V6,truck,gasoline,accelerating,no,no
-lPMWnHPP5o_30_40.wav,Тюнинг проект лада 2108 АКУЛА engine start,"Решили показать старт двигателя нашего проекта Лада 2108 АКУЛА.
Наша компания занимается разработкой и производством комплектов стайлинга для автомобилей премиум-класса.

Более подробно о нашей продукции вы можете узнать по ссылкам ниже:

Web site: https://scl-performance.com/en

Instagram: https://www.instagram.com/scl_global_concept/

Facebook: https://www.facebook.com/SCLGlobalConcept/shop/

Бизнес блог на DRIVE2 https://www.drive2.ru/o/SCLGLOBAL

Shop on Ebay: https://www.ebay.com/usr/scl_global_concept


#2108акула #SCL_GLOBAL_Concept  #турбопроект #тюнингваз2108 #лада2108АКУЛА
#2108  #акула #тюнингавто #enginestart #стартдвигателя",Lada,2108,none,inline-4,hatchback,gasoline,running,yes,yes
-lXL_l-Xk30_0_10.wav,1969 Chevelle SS 396 Amazing Low Mile Original,"This is a low mileage, original example in pristine condition, 1969 Chevy Chevelle SS 396!",Chevrolet,Chevelle SS 396,396,V8,muscle car,gasoline,none,no,yes
-lnTJeS37ek_20_30.wav,2JZ-GE First Start,"Первый запуск двигателя 2JZ-GE на ГАЗ 2410
Электрика собрана по временной схеме",GAZ,2410,2JZ-GE,inline-6,sedan,gasoline,running,no,yes
-o5bunA7WrE_13_23.wav,J32A2 engine in Miata,"Video of a '94 Mazda Miata with JV6 Motor swap.  Engine is a J32A2 out of an 03 Acura CL type-s, using the Minitec swap kit with AEM EMS.  More info here: https://www.facebook.com/pages/Piata/445868985595890",Mazda,Miata,J32A2,V6,JDM,gasoline,none,no,yes
-oB6Gg81wlc_19_29.wav,Engine Dyno Rover V8 Morgan TVR,Engine Dyno at Austec Racing - testing a Rover V8 Engine built for Racing Morgan.,Rover,none,Rover V8,V8,Racing Car,gasoline,running,no,yes
-oiYACXsLHs_20_30.wav,Johnson 115 revived.,"Lower unit was cracked and locked up, it was removed. We had to jump the motor with jumper cables. No batteries in the boat yet. Work in progress. Boat is a 1978 Ranger Aztec 1750-V",Johnson,115,none,V4,Outboard Motor,gasoline,running,no,no
-p31u7LkYdA_11_21.wav,DEFENDER 90 BMW TD6 engine,DEFENDER 90 COSTA RICA MOTOR BMW 6CYL LINEA AUTO.,Land Rover,Defender 90,M57D30 (TD6),inline-6,SUV,diesel,none,yes,yes
-pQBAic4UTA_0_10.wav,ta22 celica with 18RGEU twin 42DCOE carbys engine bay,engine bay,Toyota,Celica TA22,18RGEU,inline-4,JDM,gasoline,none,no,yes
-pYgHmBxzeI_30_40.wav,2000 FORD Mustang Mach 1 4.6L DOHC 32-Valve V8 EFI engine,"The Ford Mustang Mach 1 was a performance model of the Ford Mustang that Ford first produced in 1969. That production run of the Mach 1 ended in 1979, when Ford phased the Mustang II coupe out in favor of newer Mustangs on the Fox body platform.
The Mach 1 returned in 2003 as a high performance version of the Mustang. Ford discontinued the Mach 1 again after the 2004 model year, when it replaced the SN-95 platform with the S197 for the 2005 model year.
Ford first used the name ""Mach 1"" in its 1959 display of a concept ""Levacar"" in the Ford Rotunda. This concept ""vehicle"" used a cushion of air as propulsion on a circular dais. This concept car was orange and white",Ford,Mustang Mach 1,4.6L DOHC 32-Valve V8 EFI engine,V8,muscle car,gasoline,none,no,yes
-piandtnFd4_12_22.wav,Stirling Engine スターリングエンジン　3　エンジン模型,"スターリングエンジンの試作品
Stirling engine SE-906GB ,a trial piece.

made in Japan",none,SE-906GB,Stirling Engine,none,engine model,external combustion,running,no,no
-pvaJ4DwtRg_3_13.wav,Garland Fire Department Engine 9,"Garland Texas Fire Department 
Engine 9",none,none,none,none,fire engine,diesel,none,none,no
-q4ZrkK1TWk_30_40.wav,sr20det claquement moteur.,"apres avoir fondu une bougie, remplacement de celle ci puis ce cliquetis est apparu.

sa peut etre quoi?",Nissan,none,SR20DET,inline-4,JDM,gasoline,running,yes,yes
-q7jVLJGHFE_30_40.wav,VW Engine Test Stand,here i have my 1600 VW motor after putting on new pistons/cylinders and set of 043 heads.. testing on an engine stand i made out of some old pieces of a ladder rack and some rebar..,Volkswagen,none,1600 VW motor,flat-4,none,gasoline,running,no,yes
-qBNijwTlwc_20_30.wav,Audi a4 1.9 tdi 81 kw Engine knocking noise,I have totaly no idea what is going on.,Audi,A4,1.9 TDI,inline-4,sedan,diesel,running,yes,yes
-qMW0qw5tig_29_39.wav,Engine warm up for Solo in Schweizer 300CBi at ADS,"Blades are starting to spin, clutch is engaging, starting avionics and other instruments. Solo flight at Summit Helicopters at Addison Airport",Schweizer,300CBi,none,none,helicopter,none,warm up,none,no
-qqbIVI0_5A_30_40.wav,Strasburg Railroad - Engine 382,"Video shot on location at Strasburg, PA.
Video photography: John Duncan
September 2010",Strasburg Railroad,382,steam locomotive,none,locomotive,coal,none,no,no
-rD47wq7D48_30_40.wav,【がらくたどう】ヤンマーディーゼルNK2型ディーゼル発動機始動！yanmar diesel NK2 old diesel engine start!!,"YouTubeに毎日投稿中の蒲郡のリサイクルショップ我楽多道です。
少し圧縮漏れしてたようなのでバルブのすり合わせをしました(*^^)v
カンッカンッカンッカンッ始動性抜群です！

【ご注意】
※投稿者は筋金入りのバカです。
お見苦しい点、間違った言動、不快なことが多々あるかと思います。
十分注意しますが、何卒お許しください。
なお、動画を参考にしてトラブルが発生しても、当方一切責任を負いかねますのでご了承ください。",Yanmar,NK2,NK2,none,none,diesel,running,no,no
-rIRmj5FqgY_290_300.wav,RC1,"Views of Rich Carlstedt's Monitor engine, hypocycloidal engine and  a restored Corliss engine",none,none,"Monitor engine, hypocycloidal engine, Corliss engine",none,none,none,none,no,no
-rLvnsDY2zQ_30_40.wav,Kitsap Ride-on Live Steam Engine Trains 2005,"Summer 2005, Port Orchard Washington weekends, guys come out and play with their toy trains.",none,none,Live Steam,none,train,coal/wood,running,no,no
-rYyx6rb-F0_23_33.wav,Argo with chevy sprint engine,Chevy Sprint engine in a 1999 Argo Conquest,Argo,Conquest,Chevy Sprint engine,inline-3,amphibious ATV,gasoline,none,no,no
-rknEYAzO08_3_13.wav,MKIV VR6 12v engine noise. WTF???,Not a clue what that grinding noise is at the end.,Volkswagen,Golf MK4,VR6 12v,VR6,none,gasoline,running,none,yes
-rl_nF8jPVk_30_40.wav,CRRC Pro GF26I gas engine,Goldberg Models Giant Wild Stick with a CRRC Pro GF26I gas engine from Valley View RC,Goldberg Models,Giant Wild Stick,CRRC Pro GF26I,none,RC airplane,gasoline,none,no,no
-rm3I54sRYQ_60_70.wav,Ferrari 360 Modena F1,This superb 2002 (52) Ferrari 360 is available now - contact Alan on (07960) 456688 for more details!,Ferrari,360 Modena F1,F131,V8,sports car,gasoline,none,no,yes
-sKOsPHzL1Y_13_23.wav,Nissan Silvia S12 startup after FJ20 Engine swap,,Nissan,Silvia S12,FJ20,inline-4,JDM,gasoline,running,yes,yes
-sP_4NQ2kAo_22_32.wav,Deere 855 Engine,Description,Deere,855,none,inline-3,tractor,diesel,none,no,no
-sW-Cz-f9xU_30_40.wav,Protege 5 possible engine knock?,Took this video real quickly to try and get help from anyone on MSprotege.com.,Mazda,Protege 5,none,inline-4,hatchback,gasoline,running,no,yes
-swxQcnLK4c_8_18.wav,Infiniti M30 swap with Rb25det engine AUTO,"infiniti m30 swap rb25det engine, frist start up! one of our project cars for a customer. http://www.g-dimension.com",Infiniti,M30,RB25DET,inline-6,sedan,gasoline,running,yes,yes
-t2DuO4n-6s_30_40.wav,Kia Cerato Forte Koup 2.0 6AT Engine Noise Part 2,"You can hear clearly the clack clack clack sound. It is making this sound since day 1 I bought this car, until now around 28,000+ km. Engine is fully warm up. Regularly service every 5,000km using fully synthetic oil. 5w-40 (Asia). Is it possible the valve needed to be checked for clearance and adjust?",Kia,Cerato Forte Koup,none,inline-4,coupe,gasoline,running,no,yes
-tLHZGGHUng_20_30.wav,kubota rtv 500 with tracks,,Kubota,RTV 500,none,V-twin,utility vehicle,gasoline,none,no,no
-tkUW8nFsqI_30_40.wav,"[Fjellstrand AS] Foilcat Gas Turbine engine startup, 啟動引擎","[Fjellstrand AS] [噴射飛航 Turbojet] 
Foilcat Gas Turbine engine startup 啟動引擎
#barcaferry    #Foilcat     #Fjellstrand    #FERRY    #噴射飛航Turbojet     #高速船

Name       船名         :日星 BARCA
Type         型 號        : Kvaerner Fjellstrand 35M Foilcat
Speed      航 速        : 45 knot
capacity   載 客 量  : 378P
Builder       建造船廠  : KVAERNER FJELLSTRAND AS
Built year 建造年份: 1995
Main engine              :General Electric LM500 Gas Turbine (燃氣渦輪發動機 / ガスタービ )
Company                 : Turbojet  噴射飛航
Route       航 線       : 香港- 澳門 , Hong Kong - MACAU


more info: 
Barcaferry
http://www.barcaferry.com/photo/turbojet/foilcat/turbojet_foilcat.htm",Kvaerner Fjellstrand,35M Foilcat,General Electric LM500 Gas Turbine,Gas Turbine,Foilcat Ferry,jet fuel,running,yes,no
-tyB1KS6JAE_11_21.wav,2001 AUDI A3 8L 1.6 LITRE PETROL MANUAL 4 CYLINDER BARE ENGINE,,Audi,A3,none,inline-4,none,petrol,off,no,yes
-uG_fk-pgi0_11_21.wav,Datsun 510 SR20DET Engine and Bonnet,small video of my sr20det engine and bonnet pins to keep the hood from flying off..,Datsun,510,SR20DET,inline-4,JDM,gasoline,none,yes,yes
-udaw2LyhQA_30_40.wav,Drag mazda 323 1.5 liter engine vs. mazda 626 liter engine,A new owner of mazda 626 wana test it vs. my 323,,,,,,,,,
-uqhXz4x0qA_21_31.wav,Toyota Avensis 2.0 Petrol VVTi Engine Code 1AZ-FSE,Toyota Avensis 2.0 Petrol VVTi Engine Code 1AZ-FSE,Toyota,Avensis,1AZ-FSE,inline-4,sedan,gasoline,none,no,yes
-uuzTulXeRc_8_18.wav,Yamaha TY 250 Engine and frame for sale. Engine running.,"www.motovate.me.uk for used trials parts, bikes for sale and training/Trials experience days.

MOTOVATE TRIALS UK",Yamaha,TY 250,none,none,trials motorcycle,gasoline,running,no,no
-uvlIBhumeU_30_40.wav,Engine locking up on start up,,none,none,none,none,none,none,off,none,yes
-vAJomuQQsw_30_40.wav,First Start Up New Engine,"Starting up my 4.75L MMR Stroker for the first time
Couple minor oil leaks, fixing them and then trying again
Car is naturally aspirated, 4.75L MMR Stroker, 11:1 Compression ratio, comp xe278ah cams,  spec stage 2 clutch with aluminum flywheel, trick flow twisted wedge 44cc heads, 39lb/hr injectors, full maximum motorsports suspension with their race 2 coil overs all around, torsen rear differential with 3.73 gears at the moment, cobra brakes, built for autocross.",Ford,Cobra,MMR Stroker,V8,muscle car,gasoline,running,no,yes
-vCBSa8QWhs_30_40.wav,My 91 Turbo MR2 with Engine Bay,just a video of my engine with some of the mods i put on it.,Toyota,MR2,3S-GTE,inline-4,JDM sports car,gasoline,none,yes,yes
-vh7xM-r-2o_30_40.wav,Hick & Son Oscillating Engine (1851) - Hemingway Kits,"This video shows a recently completed (2013) 1/12th scale model of the Hick & Son Oscillating Engine.  Drawings and material kits are available from www.hemingwaykits.com for machining in your home workshop.

This elegant oscillating engine, producing 2nhp, was displayed under steam by Hick, Hargreave & Co at the Great Exhibition in 1851 where it powered a Ryder forging machine. Like all oscillating engines, it is a real joy to watch! Our model is a faithful ""foot to inch"" scale replica of the original, designed from company archives by Geoffrey King in 1957. This is a small engine which can be produced on virtually any lathe. The bore and stroke measure Ø7/16"" x 15/16"", the flywheel has a diameter of Ø3½"" and the complete model measures 5¾""x 3½"" x 5"" (LxWxH).",Hick & Son,Oscillating Engine,Oscillating Engine,none,stationary engine,steam,running,no,no
-wT1YTL1WwA_40_50.wav,Ski nautique engine sound after rebuilt first start....,"This is the engine sound of my 1992 ski nautique after rebuilt and upgrades..GT40p Heads..new cam, new intake..SS exaust pipes, new ignition, etc...",Correct Craft,Ski Nautique,Ford 351W GT40p,V8,powerboat,gasoline,running,no,no
-whhwQ4Xil4_6_16.wav,LusoMotors' GSXR1000 engine powered LM Mini screaming.mp4,Our LM Mini on a test drive...,LusoMotors,LM Mini,GSXR1000,inline-4,race car,gasoline,accelerating,no,yes
-wrV1SnmQFQ_4_14.wav,Knocking in toyota corolla engine,"I have a Toyota corolla 2004 with 100,000 miles.
This knocking sound happens after the engine has heated up. It sounds like its coming straight from the engine block. The sound increases in speed when accelerating and remains (sometimes) in idle at stoplights. The oil light comes on often when the noise starts as well.
I changed the oil one month ago and replaced the oil filter. Also I just replaced all 4 spark plugs hoping the engine was just misfiring. The oil is still full, and doesn't smell burnt.

What is this noise? I take care of my car, and don't push it hard. Is my car dying at 100,000 miles?",Toyota,Corolla,none,inline-4,sedan,gasoline,accelerating,no,yes
-ws-HVnBWCY_6_16.wav,BMW M140i engine sound without cover,,BMW,M140i,B58,inline-6,hatchback,gasoline,running,yes,yes
-x1HUc56onw_23_33.wav,GMC Typhoon VS VW van with 500HP porsche engine,white Ty at 12 psi vs a 500HP porsche powered van,,,,,,,,,
-xwgPLF8QNU_30_40.wav,B2200 peripheral rx7 turbo2 engine 4SALE,B2200 peripheral rx7 turbo2 engine 4SALE,Mazda,RX-7,13BT,rotary,truck,gasoline,none,yes,no
-ybpoOZS7eY_30_40.wav,2013 Subaru BRZ - Engine Revs,At the Pacific Subaru BRZ Event - apologies for the shaky camera.,Subaru,BRZ,FA20D,flat-4,sports car,gasoline,revving,no,yes
-ycAjL-M30o_30_40.wav,1998 Oldsmobile Aurora Engine.MOV,"1998 Oldsmobile Aurora FOR SALE $3,000 OBO
Clean Florida car!! This Aurora has never seen the snow. This car is in great shape and looking for a new owner! Cold A/C, Lots of power, 4.0 DOHC V8",Oldsmobile,Aurora,4.0 DOHC V8,V8,sedan,gasoline,none,no,yes
-yqxais69IQ_30_40.wav,Dodge Hellcat Engine Overview,Running 6.2L Supercherged Hemi in 2015 Dodge Challenger Hellcat.,Dodge,Challenger Hellcat,Hemi Hellcat,V8,muscle car,gasoline,running,yes,yes
-yuAk6BUn-E_30_40.wav,"Franco Morini SS bike, Italian moped engine, Motovelo 50cc ride",We are www.motovelo.us in SoCal. See us for the fastest motorbikes around. Anywhere.,Franco Morini,SS,Franco Morini 50cc,single-cylinder,moped,gasoline,running,no,no
-yyfGfsJL10_30_40.wav,2005 arctic cat 400 engine noise?,.,Arctic Cat,400,none,none,ATV,gasoline,running,no,no
-zcpQ8w9ffQ_30_40.wav,Golf mk4 tdi ATD engine code,"Engine misfire. 
Injector loom faulty/damaged. ESP light would come on. And car would jugger I.e misfire. New injector loom sorted the problem :)",Volkswagen,Golf mk4,ATD,inline-4,hatchback,diesel,none,yes,yes
0-1BHOzQu1k_30_40.wav,Marckel Stator- Rotor Engine,"ROTARY PISTON ENGINE,Four power impulses per/revolution.PATENT PENDING.Multi fuel,
variable diplacement,no vibration,high torque,NO CRANKSHAFT,quiet operation,
few moving parts,no reciprocating mass,
almost no friction on start start,The six cylinder prototype will change displacement
while running by stopping pistons at TDC.The six cylinder will have from eight to twenty-four power impulses per/revolution.Long compression dwell is possible w/o roll back effect.",Marckel,Stator-Rotor Engine,none,"rotary piston engine, six cylinder prototype",none,multi fuel,running,none,no
0-X5z-rQh4o_19_29.wav,VW POLO 1.9 SDI AEF ENGINE CODE LOW MILEAGE,,Volkswagen,Polo,1.9 SDI AEF,inline-4,hatchback,diesel,none,no,yes
0-Ygz5yJ7i8_30_40.wav,Case Traction Engine,WB&S Spring Meet 2009 - Case,Case,Traction Engine,none,none,traction engine,coal/wood,running,no,no
0-gTHz5ukeY_2_12.wav,Hit and miss engine,"3d printed 1/16 scale Fairbanks-Morse 12hp engine
The 3D printable parts along with instructions are available for free download on Thingiverse:
http://thingiverse-production.s3.amazonaws.com/renders/3e/16/24/8e/ce/Powered_Engine_preview_featured.jpg",Fairbanks-Morse,none,12hp engine,none,none,none,running,no,no
00PAu_6Xpog_18_28.wav,Ford Racing 427 Crate Engine,Ford Racing 427 crate engine making 486HP and 505lbs of torque.,Ford,none,427 Crate Engine,V8,none,gasoline,running,no,yes
00_nnUjPwig_30_40.wav,1999 Dodge 5.9L 360 Engine for Sale on Ebay,1999 Dodge 5.9L 360 Engine for Sale on Ebay,Dodge,none,5.9L 360,V8,truck,gasoline,none,no,no
00hDsNZOL-M_30_40.wav,1991 chevy lumina euro 3.1L engine,selling parts from car,Chevrolet,Lumina Euro,3.1L,V6,sedan,gasoline,off,no,yes
02HqMO1ZKXM_30_40.wav,Opel (Vauxhall) Astra X16XEL problem with engine,"You can see, that my Astra has an engine problem. I can't figure out what it is. 
I have allredy changed EGR valve, piston rings, all gaskets, Timing belt, water pump.

what should I do??",Opel,Astra,X16XEL,inline-4,sedan,gasoline,none,no,yes
04Q2n11O9Ho_2_12.wav,Maytag Engine Hit and Miss Ice Cream Maker,Here is my homemade Maytag hit & miss engine powered Ice Cream Maker,Maytag,none,Hit and Miss,single-cylinder,stationary engine,gasoline,running,no,no
06LrBmCw9OE_30_40.wav,767 300 Engine Water Wash,"Engine water wash used to improve the performace of the our fleets engines by reducing build up on debris in the engine witch reduce power, fuel consumption  etc..",Boeing,767-300,none,turbofan,commercial aircraft,jet fuel,none,yes,no
06dF2vA_MmU_12_22.wav,2005 dodge neon sxt engine knocking,My 05 neon engine is starting to knock with 130k on it. Any ideas? Maybe my crank bearings?,Dodge,Neon SXT,2.0L SOHC Inline-4,inline-4,sedan,gasoline,none,no,yes
0P098vgw9Cw_30_40.wav,Curtiss OX5 Aero engine at speed!!,1913 Monarch plus Curtiss OX5 aero engine,Curtiss,none,OX-5,V8,aircraft,gasoline,running,no,no
0PH00zJmwIo_30_40.wav,Engine Oil Purification/Motor Oil Recycling/Waste Oil Regeneration System-7,"http://www.kleanoil.com
Contact: Rocky Chen   
kleanoil@hotmail.com
Skype:  oil_purifier_rocky
+86-158 2614 6151 

Application:
LYE Series Engine Oil Purification Plant is a highly efficient regeneration system, which is designed for recycling seriously deteriorated waste engine oil. The machine can efficiently remove water, gases and other harmful particles, restoring the oil's original quality and transparency.

Feature: 
•This machine adopts physical & chemical theory to get the refined and regenerated oil. 
•With the special waste gas collecting and absorbing device, this machine can stop most of the harmful gas going into the air and be friendly to the environment. 
•The fine filtering system use fully-automatic filter press with liquid press method to remove impurities, which have big area to filter impurities and can be operated and maintained easily. 
•The advanced fully-automatic temperature controlling system, liquid-level controlling system, defoaming controlling system, pressure protecting system and excellent equipment can ensure operation of the machine with high performance. 
•Indirect heating used by the heating system to ensure waste oil to be heated evenly and the temperature of waste oil to be stable. 
•The vacuum system is used for high-level removing the micro water and the left gas of the waste oil. 

Product line:
1: Engine oil purifier 
2: Insulating oil purifier (Transformer Oil)
3: Lubricating oil purifier 
4: Turbine oil purifier 
5: Hydraulic oil purifier
6: Light Oil (Fuel) Purifier
7: Edible Oil Purifier
8: Centrifugal Oil Purifier
9: Industrial Oil Tester",none,none,none,none,none,none,none,none,no
0PPLMP5tdKQ_20_30.wav,Home Built Hit & Miss Engine (Electronic Ignition),Scratch built working scale engine with electronic ignition.,none,none,Hit & Miss Engine,single-cylinder,stationary engine,gasoline,running,no,no
0Pughwb2ZRo_24_34.wav,Hackensack engine 2 responding,e2 responding on a fire alarm,none,none,none,none,fire truck,diesel,accelerating,yes,no
0Q04UuGgAEg_30_40.wav,Trackday Estoril Portugal AE86 N2 engine spec vs 1.6 NA H,AE vs 1.6 NA Honda,Toyota,AE86,4A-GE,inline-4,JDM,gasoline,running,no,yes
0QOCIr2WLds_30_40.wav,Engine Company Operations - LDH and Cavitation,"This short video clip was shot in Ashville, Ny during our October 2013 rural water supply seminar.  We had the opportunity to catch a 4-inch LDH supply line right at its ""collapse equilibirum point"" - where there is just enough pressure to keep it open. This is less than 1 psi - but because of the internal surface area of the hose, that pressure allows the hose to remain open and water to flow. While not an ideal situation, during the early phases of a large scale event, these things may occur until water supplies can be further supported by additional supply lines, pumpers, or sources. An experienced pump operator knows how to ""get the most"" out of his LDH supply line during rough times.  The video is narrated by Mark Davis of GBW Associates, LLC",none,none,none,none,fire truck,none,none,none,no
0QUZXAj2-W8_0_10.wav,OPALA TURBO FLAVIO - ULTIMOS AJUSTES !!!,OPALA 6CC TURBO LIVIERO,Chevrolet,Opala,Liviero,inline-6,muscle car,none,none,yes,yes
0Qvcy1xG3BM_30_40.wav,vw engine Double Eagle airplane,Engine And control surface test run,Volkswagen,Double Eagle,none,flat-4,airplane,gasoline,running,no,no
0R7QRxg_TZo_0_10.wav,2009 Hemi exhaust Noise or Tick,"This is my 2009 2500 ram I just bought it, and was wondering if I have a bad exhaust manifold gasket or stud. I have read about the hemi tick, and I don't think that is what this is. It is only on the driver side. It is hard to hear in the video you can hear it most at the end of the video.",Ram,2500,Hemi,V8,truck,gasoline,idle,no,no
0RVcHYwq_kI_30_40.wav,2006 Acura RL strange pulsating engine growl with ac compressor on..,2006 Acura RL pulsating noise with ac compressor on at idle....worse with car in gear and still at idle. Bad bearing somewhere maybe? Recently replaced entire belt tensioner and belt. Help!,Acura,RL,J35A8,V6,sedan,gasoline,idle,no,yes
0RicG9JUwss_30_40.wav,Homemade V8 Engine,"Homemade V8 engine from Wagonmound, New Mexico. 

More info and pictures here: http://ziariderblog.com/2010/04/homemade-engines/",none,none,none,V8,none,none,none,no,no
0RmfZKBprEE_30_40.wav,Ohio Central 1293 Steam Engine arriving at Byesville Depot,"Here is the Ohio Central 1293 4-6-2 steam locomotive arriving at the Byesville Scenic Railway passenger terminal.  This was taken during the annual ""Coal Miner Days.""  You can read more about our day at http://www.mymotorcycletravels.com",Ohio Central,1293,none,4-6-2 (Pacific type),steam locomotive,coal,running,no,no
0S3mGlU-mek_30_40.wav,IROC Z with 327 engine magnaflow exhaust,,Chevrolet,Camaro IROC-Z,327,V8,muscle car,gasoline,none,no,yes
0S5a4w0l8WY_30_40.wav,Charleston Engine 10,,none,Engine 10,none,none,fire truck,diesel,none,none,no
0SBLT4o9roc_30_40.wav,3hp Majestic Hit and Miss Gas Engine,Just brought this one home 2 weeks ago. Sat in a barn for 20 years and outside the barn for years before that. Got it running tonight. Had to fab a mixer for it and a makeshift tank. Need to get that all done right but I HAD to get it running. Enjoy.....,Majestic,none,3hp Hit and Miss,single-cylinder,stationary engine,gasoline,running,no,no
0SI1kK93K0E_29_39.wav,Chrysler Voyager 2.4 engine,"Chrysler Voyager 2.4 SE, 111kw, 1996, ""new"" engine running after replacement.",Chrysler,Voyager,2.4,inline-4,minivan,gasoline,running,no,yes
0SeZ6CgMOes_7_17.wav,Vespa (LML) Engine Start,Starting the engine,Vespa,LML,none,single-cylinder,scooter,gasoline,running,no,no
0Si7cl_Bjc4_18_28.wav,Detomaso Pantera with BMW Alpina engine 2,Starting the new BMW Alpina engine (Detomaso Pantera) 2,De Tomaso,Pantera,Alpina,V8,sports car,gasoline,starting,none,yes
0T5DyFhHvAs_1_11.wav,Formula 1 2011 | Engine Blowing Up!,"So I was in Practice on The New F1 2011, when my engine blows up? Im not sure if it blows up or not, but it sounds like it and My car had 100% damage to it.",none,F1 2011,none,V8,Formula 1 car,gasoline,running,no,yes
0T9g-AOtaOg_30_40.wav,Slide Valve Dual Oscillator Steam Engine 1 of ?,"Slide Valve Dual Oscillator Steam Engine 1
NAMES 2006",none,none,Slide Valve Dual Oscillator Steam Engine,none,none,steam,none,no,no
0THzLRPMbZo_22_32.wav,Golf Mkv (06) gti - weird engine noise?,"Weird engine noise on cold starts only. Seems to only happen when 
the weather has been cold, and when engine first started. 
Only heard below 1000 revs. After that it seems to disappear. 

Comment of you know what it might be.",Volkswagen,Golf Mk5 GTI,EA113,inline-4,hatchback,gasoline,idle,yes,yes
0TUtu1fxD8I_0_8.wav,Engine 2010-09-12 16-24-30-19.avi,,none,none,none,none,none,none,none,none,none
0UyNtWYNRe8_14_24.wav,small oil engine,"A scratch built small engine with governor control. made from home made patters and scrounged parts. Top speed 3,000rpm",none,none,none,none,none,none,running,no,no
0VBn_HKnIIU_0_10.wav,BIg Bertha banging away,This is a very big old engine used in the mines of Jerome Arizona.   Makes an incredible amount of noise when slowing down and back firering.  The flywheel weighs in at 6.5 tons and the noise level is far higher than you hear.,none,none,Big Bertha,none,industrial engine,none,running,no,no
0VDcpGUt5Oo_30_40.wav,LD28 Engine Good Condition,...,Nissan,none,LD28,inline-6,none,diesel,none,none,yes
0VJePy1-Js4_0_10.wav,hyper civic vtec engine,engine sound,Honda,Civic,VTEC,inline-4,JDM,gasoline,running,none,yes
0Vdkx5RKPi4_10_20.wav,e46 engine rattle,Weird sound (rattle?) coming from the engine compartment.,BMW,E46,none,inline-6,sedan,gasoline,running,no,yes
0VjpYYqgz5M_29_39.wav,5.3 LS1 - Engine idling smooth,"Open headers still, finally idling smooth!",Chevrolet,none,LS1,V8,none,gasoline,idle,no,yes
0WU3u_Y70_k_30_40.wav,Enfield flat twin 2 stroke stationary engine test 1,Test on of the battery and coil system of the Enfield,Enfield,none,none,flat twin,stationary engine,none,running,no,no
0WijQqjABIs_20_30.wav,Steam Engine,Oscillating Steam Engine (created by Charles Babbage) printed on a 3D Systems 3D Cube Printer. Runs on compressed air. There are 14 printed components for this assembly. All parts are printed in ABS plastic which is then sanded and sized to fit. I used graphite powder to lubricate the moving parts. You can download the plans at: thingiverse.com,none,none,Oscillating Steam Engine,none,demonstration model,compressed air,running,no,no
0Wz9yG4iibs_11_21.wav,"EVINRUDE/JOHNSON 9HP OUTBOARD ENGINE RUNNING, IMPELLER WORKING 1080092.MOV","EVINRUDE/JOHNSON 9HP OUTBOARD ENGINE RUNNING, IMPELLER WORKING",Evinrude/Johnson,9HP Outboard,none,none,outboard motor,gasoline,running,no,no
0XBCbmwTXVc_10_20.wav,65 ford E85 400M  cam break in,2000 RPM break in,Ford,E-Series,400M,V8,van,E85,running,no,no
0XVLMlGFhJ4_30_40.wav,thunderbird supercoupe new engine start.,"This is my 89 sc.The first start of my new motor.
yes i know my sticker is upside down. I intalled it off the car. I didn't notice it was wrong until i put it back on the car.",Ford,Thunderbird Super Coupe,3.8L Essex V6 (supercharged),V6,coupe,gasoline,running,yes,yes
